ï»¿UniqueID,Database,County where tick found,State,Year,Date tick found,Host,"Host Genus, Family, or Order",Host_taxon_1,Host_taxon_2,Host_taxon_3,Genus,Species(2016),Tick_Taxon,Lifestage_not_specified,Adult_Female,Adult_Male,Adults,Nymph,Larva,Submission,Total#/submission,Comments
TD2876,TRL1900_1993,Blair,PA,1993,5/3/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2894,TRL1900_1993,Berks,PA,1993,5/6/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2896,TRL1900_1993,Montgomery,PA,1993,5/7/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2905,TRL1900_1993,Pike,PA,1993,5/9/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2917,TRL1900_1993,No record,PA,1993,5/11/1993,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,1,1,0,0,1,1,
TD2930,TRL1900_1993,Pike,PA,1993,5/13/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2931,TRL1900_1993,Pike,PA,1993,5/13/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2940,TRL1900_1993,Pike,PA,1993,5/15/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2959,TRL1900_1993,Pike,PA,1993,5/18/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2964,TRL1900_1993,Pike,PA,1993,5/19/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2967,TRL1900_1993,Pike,PA,1993,5/20/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2969,TRL1900_1993,Perry,PA,1993,5/21/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2971,TRL1900_1993,Pike,PA,1993,5/21/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2981,TRL1900_1993,Pike,PA,1993,5/24/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2989,TRL1900_1993,Pike,PA,1993,5/25/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2993,TRL1900_1993,Pike,PA,1993,5/25/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2998,TRL1900_1993,Pike,PA,1993,5/26/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3000,TRL1900_1993,Pike,PA,1993,5/27/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3006,TRL1900_1993,Lehigh,PA,1993,5/30/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3009,TRL1900_1993,Philadelphia,PA,1993,5/31/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3019,TRL1900_1993,Monroe,PA,1993,6/1/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3020,TRL1900_1993,Pike,PA,1993,6/1/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3023,TRL1900_1993,Pike,PA,1993,6/2/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3024,TRL1900_1993,Pike,PA,1993,6/2/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3025,TRL1900_1993,Pike,PA,1993,6/2/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3030,TRL1900_1993,Pike,PA,1993,6/3/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3039,TRL1900_1993,Pike,PA,1993,6/4/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3041,TRL1900_1993,Clarion,PA,1993,6/4/1993,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,1,0,1,0,0,1,1,
TD3044,TRL1900_1993,Lehigh,PA,1993,6/4/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3061,TRL1900_1993,Pike,PA,1993,6/7/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3066,TRL1900_1993,Pike,PA,1993,6/8/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,2,2,0,0,1,2,
TD3080,TRL1900_1993,Pike,PA,1993,6/9/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3089,TRL1900_1993,Bedford,PA,1993,6/11/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3090,TRL1900_1993,Pike,PA,1993,6/11/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3092,TRL1900_1993,Pike,PA,1993,6/11/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,4,0,4,0,0,1,4,
TD3102,TRL1900_1993,Pike,PA,1993,6/12/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3105,TRL1900_1993,Blair,PA,1993,6/14/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3106,TRL1900_1993,Centre,PA,1993,6/14/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3125,TRL1900_1993,Adams,PA,1993,6/15/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3133,TRL1900_1993,Pike,PA,1993,6/16/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3137,TRL1900_1993,Northhampton,PA,1993,6/17/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,5,0,5,0,0,1,5,
TD3138,TRL1900_1993,Northhampton,PA,1993,6/17/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3142,TRL1900_1993,Cumberland,PA,1993,6/18/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3145,TRL1900_1993,Pike,PA,1993,6/19/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3146,TRL1900_1993,Pike,PA,1993,6/19/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3147,TRL1900_1993,Pike,PA,1993,6/19/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3148,TRL1900_1993,York,PA,1993,6/19/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3150,TRL1900_1993,Lehigh,PA,1993,6/20/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3170,TRL1900_1993,Bradford,PA,1993,6/24/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD3173,TRL1900_1993,Pike,PA,1993,6/24/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3176,TRL1900_1993,Pike,PA,1993,6/25/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3177,TRL1900_1993,Allegheny,PA,1993,6/25/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3195,TRL1900_1993,York,PA,1993,6/29/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3198,TRL1900_1993,York,PA,1993,6/30/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD3201,TRL1900_1993,Pike,PA,1993,6/30/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3216,TRL1900_1993,Lycoming,PA,1993,7/4/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3221,TRL1900_1993,Lycoming,PA,1993,7/6/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3236,TRL1900_1993,Allegheny,PA,1993,7/9/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,12,4,16,1,0,1,17,
TD3237,TRL1900_1993,Allegheny,PA,1993,7/9/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3239,TRL1900_1993,Chester,PA,1993,7/11/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD3249,TRL1900_1993,Pike,PA,1993,7/15/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3261,TRL1900_1993,Cumberland,PA,1993,7/20/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,3,0,3,0,0,1,3,
TD3266,TRL1900_1993,Washington,PA,1993,7/23/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3293,TRL1900_1993,Sullivan,PA,1993,8/6/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,marxi,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3297,TRL1900_1993,Pike,PA,1993,8/11/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,11,6,17,0,0,1,17,
TD3299,TRL1900_1993,Westmoreland,PA,1993,8/13/1993,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3327,TRL1900_1993,Montgomery,PA,1993,10/16/1993,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,2,0,2,0,0,1,2,
TD3227,TRL1900_1993,Pike,PA,1993,7/7/1993,not attached to human,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3214,TRL1900_1993,Pike,PA,1993,7/3/1993,not attacked to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,13,8,21,0,0,1,21,
TD2869,TRL1900_1993,Cameron,PA,1993,5/2/1993,NR,No record,No record,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3342,TRL1995_2012,Bucks,PA,1995,1/5/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3343,TRL1995_2012,Centre County,PA,1995,1/25/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3344,TRL1995_2012,Berks,PA,1995,2/7/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3346,TRL1995_2012,Blair,PA,1995,4/18/1995,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,1,1,0,0,1,1,
TD3347,TRL1995_2012,Jefferson,PA,1995,4/20/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3349,TRL1995_2012,Lawrence,PA,1995,6/6/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3351,TRL1995_2012, Indiana,PA,1995,6/8/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,2,2,0,0,1,2,
TD3352,TRL1995_2012,Indiana Co.,PA,1995,6/13/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD3354,TRL1995_2012,Lawrence,PA,1995,6/16/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3355,TRL1995_2012,Lawrence,PA,1995,6/16/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3356,TRL1995_2012,Centre,PA,1995,6/20/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3357,TRL1995_2012,Philadelphia,PA,1995,6/20/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3358,TRL1995_2012,Bucks,PA,1995,6/30/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD3360,TRL1995_2012,Tioga,PA,1995,7/6/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD3361,TRL1995_2012,Somerset,PA,1995,7/6/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3362,TRL1995_2012,Somerset,PA,1995,7/11/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3363,TRL1995_2012,Cambria,PA,1995,7/24/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3364,TRL1995_2012,Lawrence,PA,1995,7/26/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3365,TRL1995_2012,Lawrence,PA,1995,7/27/1995,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3366,TRL1995_2012,Crawford,PA,1995,8/4/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3367,TRL1995_2012,Somerset,PA,1995,8/14/1995,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD3368,TRL1995_2012,No record,PA,1995,8/15/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3369,TRL1995_2012,Lebanon,PA,1995,9/7/1995,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,0,1,1,1,
TD3372,TRL1995_2012,No record,PA,1995,9/29/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3373,TRL1995_2012,Tioga,PA,1995,10/4/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3374,TRL1995_2012,Clearfield,PA,1995,10/23/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3375,TRL1995_2012,Indiana,PA,1995,11/3/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3376,TRL1995_2012,Clearfield,PA,1995,11/21/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3377,TRL1995_2012,Crawford,PA,1995,12/5/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3378,TRL1995_2012,Blair,PA,1995,12/20/1995,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3350,TRL1995_2012,No record,PA,1995,6/8/1995,No record,No record,No record,NA,NA,Dermacentor,variabilis,Dermacentor sp.,1,0,0,0,0,0,1,1,
TD3379,TRL1995_2012,Cambria,PA,1996,1/3/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3381,TRL1995_2012,Wyoming,PA,1996,4/25/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD3382,TRL1995_2012,Indiana,PA,1996,5/1/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD3383,TRL1995_2012,No record,PA,1996,5/3/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3384,TRL1995_2012,Cambria,PA,1996,5/15/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3385,TRL1995_2012,Clearfield,PA,1996,5/15/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3386,TRL1995_2012,Lawrence,PA,1996,5/15/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3387,TRL1995_2012,Lawrence,PA,1996,5/16/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3388,TRL1995_2012,Somerset,PA,1996,5/20/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3389,TRL1995_2012,Crawford,PA,1996,6/4/1996,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD3390,TRL1995_2012,Lawrence,PA,1996,6/7/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3391,TRL1995_2012,Lawrence,PA,1996,6/7/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3392,TRL1995_2012,Somerset,PA,1996,6/11/1996,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD3393,TRL1995_2012,Lawrence,PA,1996,6/13/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3394,TRL1995_2012,Somerset,PA,1996,6/13/1996,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,1,1,0,0,1,1,
TD3395,TRL1995_2012,Cambria,PA,1996,6/26/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD3397,TRL1995_2012,Somerset,PA,1996,6/28/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3398,TRL1995_2012,Wayne,PA,1996,7/1/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3400,TRL1995_2012,Crawford or Venango,PA,1996,7/1/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3401,TRL1995_2012,Venango,PA,1996,7/2/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3403,TRL1995_2012,Centre,PA,1996,7/12/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3404,TRL1995_2012,Lawrence,PA,1996,7/12/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3405,TRL1995_2012,Lawrence,PA,1996,7/16/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3406,TRL1995_2012,Wayne County,PA,1996,7/16/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3407,TRL1995_2012,Lawrence,PA,1996,7/17/1996,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD3408,TRL1995_2012,Somerset,PA,1996,7/19/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3409,TRL1995_2012,Cambria,PA,1996,7/24/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3410,TRL1995_2012,Somerset,PA,1996,7/25/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3411,TRL1995_2012,Wayne,PA,1996,8/1/1996,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD3412,TRL1995_2012,Somerset,PA,1996,8/12/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD3413,TRL1995_2012,Tioga,PA,1996,8/20/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3414,TRL1995_2012,Somerset,PA,1996,9/17/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3415,TRL1995_2012,Union,PA,1996,10/21/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3416,TRL1995_2012,Lancaster,PA,1996,10/21/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3417,TRL1995_2012,Lancaster,PA,1996,10/28/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3419,TRL1995_2012,Cambria,PA,1996,10/29/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3420,TRL1995_2012,Union,PA,1996,11/4/1996,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3423,TRL1995_2012,York,PA,1997,4/8/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD3424,TRL1995_2012,Lebanon,PA,1997,4/11/1997,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,1,1,0,0,1,1,
TD3425,TRL1995_2012,No record,TN,1997,4/16/1997,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3429,TRL1995_2012,Northumberland,PA,1997,5/15/1997,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD3430,TRL1995_2012,Lawrence,PA,1997,5/21/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD3432,TRL1995_2012,York,PA,1997,5/23/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,1,0,0,0,0,0,1,1,
TD3433,TRL1995_2012,Indiana,PA,1997,5/23/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD3434,TRL1995_2012,Union,PA,1997,6/3/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3435,TRL1995_2012,Lawrence,PA,1997,6/5/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3437,TRL1995_2012,Columbia,PA,1997,6/17/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD3438,TRL1995_2012,Somerset,PA,1997,6/23/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3439,TRL1995_2012,Lawrence,PA,1997,6/25/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD3440,TRL1995_2012,Somerset,PA,1997,6/30/1997,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,1,0,1,0,0,1,1,
TD3441,TRL1995_2012,Lawrence,PA,1997,7/3/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD3443,TRL1995_2012,Susquehanna,PA,1997,7/9/1997,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
