Log,Collected,WOTY,Received,Species,Stage,Bloodfed?,Host,Infected?,County,Count,Event Count
LDS-12-555,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-556,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-557,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-558,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-559,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-560,9/28/2012 0:00,,9/30/2012 0:00,Ixodes scapularis,M,N,Dog,X,Delaware,1,0
LDS-12-561,10/1/2012 0:00,,10/5/2012 0:00,Ixodes scapularis,F,N,,X,Muscatine,1,0
LDS-12-562,10/1/2012 0:00,,10/5/2012 0:00,Ixodes scapularis,F,N,,X,Muscatine,1,0
LDS-12-563,10/11/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,F,N,,X,Muscatine,1,0
LDS-12-564,10/13/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,F,N,,X,Muscatine,1,0
LDS-12-565,10/9/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,F,N,,X,Muscatine,1,0
LDS-12-566,10/12/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,F,N,,N,Muscatine,1,0
LDS-12-567,10/9/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,N,N,,Y,Delaware,1,0
LDS-12-568,10/2/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,F,y,,N,Delaware,1,0
LDS-12-569,10/5/2012 0:00,,10/20/2012 0:00,Ixodes scapularis,M,N,,X,Delaware,1,0
LDS-12-571,10/29/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,F,Y,Cat,N,Dallas,1,1
LDS-12-572,10/30/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-12-573,10/31/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,F,E,Dog,N,Linn,1,1
LDS-12-574,10/25/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,F,E,Human,N,Jackson,1,1
LDS-12-575,10/31/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-12-576,10/22/2012 0:00,,11/13/2012 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-12-577,11/26/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Human,N,Polk,1,1
LDS-12-578,12/3/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Human,X,Polk,1,1
LDS-12-579,11/20/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Human,N,Hardin,1,1
LDS-12-580,11/27/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-12-581,11/27/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,0
LDS-12-582,11/8/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-12-583,10/24/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-12-584,11/23/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Dog,N,Linn,1,1
LDS-12-585,11/2/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,N,N,Human,N,Louisa,1,1
LDS-12-586,12/9/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Dog,X,Jefferson,1,1
LDS-12-587,11/2/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,N,N,Human,N,Louisa,1,1
LDS-12-588,11/13/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,N,N,Human,N,Linn,1,1
LDS-12-589,11/29/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,N,Y,Human,N,Story,1,1
LDS-12-590,10/20/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-12-591,10/20/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,0
LDS-12-592,11/17/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Deer,N,Dubuque,1,1
LDS-12-593,11/20/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-12-594,11/15/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-12-595,11/16/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Adair,1,1
LDS-12-596,11/16/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,F,Y,Human,N,Jefferson,1,1
LDS-12-597,11/16/2012 0:00,,12/9/2012 0:00,Ixodes scapularis,N,N,Human,N,Jefferson,1,0
LDS-12-598,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,1
LDS-12-599,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-600,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-601,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-602,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-603,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-604,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Mahaska,1,0
LDS-12-605,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Mahaska,1,0
LDS-12-606,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Mahaska,1,0
LDS-12-607,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Mahaska,1,0
LDS-12-608,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Mahaska,1,0
LDS-12-609,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,N,N,Dog,N,Mahaska,1,0
LDS-12-610,10/22/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,N,N,Dog,N,Mahaska,1,0
LDS-12-611,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,Y,Webster,1,1
LDS-12-612,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Webster,1,0
LDS-12-613,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,Y,Webster,1,0
LDS-12-614,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Webster,1,0
LDS-12-615,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Webster,1,0
LDS-12-616,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,Y,Dog,N,Webster,1,0
LDS-12-617,4/7/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,,N,Story,1,1
LDS-12-618,4/7/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,,N,Story,1,1
LDS-12-619,4/7/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,N,N,,N,Story,1,1
LDS-12-620,4/7/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,N,N,,N,Story,1,1
LDS-12-621,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,1
LDS-12-622,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-623,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,Y,Webster,1,0
LDS-12-624,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-625,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-626,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-627,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-628,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-629,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-630,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-631,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-632,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-633,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,M,N,Dog,N,Webster,1,0
LDS-12-634,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,Y,Webster,1,0
LDS-12-635,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Webster,1,0
LDS-12-636,10/19/2012 0:00,,12/15/2012 0:00,Ixodes scapularis,F,N,Dog,N,Webster,1,0
LDS-13-002,4/15/2013 0:00,,4/15/2013 0:00,Ixodes scapularis,N,Y,Human,N,Scott,1,1
LDS-13-003,4/15/2013 0:00,,4/15/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Jefferson,1,1
LDS-13-004,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,F,N,Cat,N,Henry,1,1
LDS-13-006,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,F,Y,Cat,N,Linn,1,1
LDS-13-008,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Linn,1,1
LDS-13-009,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Jefferson,1,1
LDS-13-010,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Jefferson,1,1
LDS-13-011,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,N,Y,Dog,X,Polk,1,1
LDS-13-012,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,N,N,Human,Y,Muscatine,1,1
LDS-13-013,4/28/2013 0:00,,4/28/2013 0:00,Ixodes scapularis,N,N,Human,N,Jefferson,1,1
LDS-13-024,5/7/2013 0:00,,5/7/2013 0:00,Ixodes scapularis,M,N,Human,N,Jasper,1,1
LDS-13-026,5/7/2013 0:00,,5/7/2013 0:00,Ixodes scapularis,F,Y,Human,N,Iowa,1,1
LDS-13-028,5/10/2013 0:00,,5/10/2013 0:00,Ixodes scapularis,N,N,N/A,N,Webster,1,1
LDS-13-040,5/10/2013 0:00,,5/10/2013 0:00,Ixodes scapularis,M,N,Dog,N,Henry,1,1
LDS-13-045,5/10/2013 0:00,,5/10/2013 0:00,Ixodes scapularis,F,N,Human,Y,Dubuque,1,1
LDS-13-050,5/13/2013 0:00,,5/13/2013 0:00,Ixodes scapularis,F,N,Human,Y,Story,1,1
LDS-13-051,5/13/2013 0:00,,5/13/2013 0:00,Ixodes scapularis,F,N,Human,X,Fayette,1,1
LDS-13-052,5/13/2013 0:00,,5/13/2013 0:00,Ixodes scapularis,F,N,Human,Y,Buchanan,1,1
LDS-13-053,5/13/2013 0:00,,5/13/2013 0:00,Ixodes scapularis,N,N,Dog,Y,Buchanan,1,1
LDS-13-055,5/13/2013 0:00,,5/13/2013 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-13-060,5/14/2013 0:00,,5/14/2013 0:00,Ixodes scapularis,F,N,N/A,N,Polk,1,1
LDS-13-063,5/14/2013 0:00,,5/14/2013 0:00,Ixodes scapularis,F,N,Unknown,N,Louisa,1,1
LDS-13-072,5/15/2013 0:00,,5/15/2013 0:00,Ixodes scapularis,F,N,N/A,Y,Monroe,1,1
LDS-13-073,5/15/2013 0:00,,5/15/2013 0:00,Ixodes scapularis,F,N,N/A,Y,Monroe,1,0
LDS-13-078,5/17/2013 0:00,,5/17/2013 0:00,Ixodes scapularis,F,N,Human,X,Jefferson,1,1
LDS-13-079,5/17/2013 0:00,,5/17/2013 0:00,Ixodes scapularis,M,N,Human,Y,Jefferson,1,0
LDS-13-080,5/17/2013 0:00,,5/17/2013 0:00,Ixodes scapularis,M,N,Human,N,Jefferson,1,1
LDS-13-083,5/20/2013 0:00,,5/20/2013 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-13-109,5/20/2013 0:00,,5/20/2013 0:00,Ixodes scapularis,N,N,Human,N,Linn,1,1
LDS-13-120,5/22/2013 0:00,,5/22/2013 0:00,Ixodes scapularis,M,N,N/A,Y,Linn,1,1
LDS-13-128,5/22/2013 0:00,,5/22/2013 0:00,Ixodes scapularis,N,N,Human,X,Jones,1,1
LDS-13-138,5/23/2013 0:00,,5/23/2013 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-13-141,5/24/2013 0:00,,5/24/2013 0:00,Ixodes scapularis,F,N,Dog,X,Webster,1,1
LDS-13-151,5/28/2013 0:00,,5/28/2013 0:00,Ixodes scapularis,F,N,Human,Y,Story,1,1
LDS-13-159,5/29/2013 0:00,,5/29/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Benton,1,1
LDS-13-162,5/29/2013 0:00,,5/29/2013 0:00,Ixodes scapularis,N,N,Human,N,Boone,1,1
LDS-13-164,5/29/2013 0:00,,5/29/2013 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-13-175,5/31/2013 0:00,,5/31/2013 0:00,Ixodes scapularis,N,N,Human,Y,Dubuque,1,1
LDS-13-177,5/31/2013 0:00,,5/31/2013 0:00,Ixodes scapularis,N,N,Unknown,N,Linn,1,1
LDS-13-181,5/31/2013 0:00,,5/31/2013 0:00,Ixodes scapularis,F,N,Human,X,Story,1,1
LDS-13-197,6/3/2013 0:00,,6/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-13-205,6/4/2013 0:00,,6/4/2013 0:00,Ixodes scapularis,F,N,Human,N,Hardin,1,1
LDS-13-209,6/5/2013 0:00,,6/5/2013 0:00,Ixodes scapularis,N,N,Dog,N,Dubuque,1,1
LDS-13-210,6/5/2013 0:00,,6/5/2013 0:00,Ixodes scapularis,F,Y,Human,X,Dubuque,1,1
LDS-13-225,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,F,N,Dog,Y,Dubuque,1,1
LDS-13-226,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,Y,Cat,N,Benton,1,1
LDS-13-227,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,Y,Cat,N,Benton,1,0
LDS-13-229,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-13-230,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-13-231,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-13-232,6/6/2013 0:00,,6/6/2013 0:00,Ixodes scapularis,N,Y,Human,N,Dubuque,1,1
LDS-13-244,6/10/2013 0:00,,6/10/2013 0:00,Ixodes scapularis,N,N,Human,N,Wapello,1,1
LDS-13-245,6/10/2013 0:00,,6/10/2013 0:00,Ixodes scapularis,N,N,Human,N,Wapello,1,0
LDS-13-253,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-254,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-255,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-256,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-257,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-258,6/12/2013 0:00,,6/12/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-264,6/14/2013 0:00,,6/14/2013 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-13-272,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,F,N,Human,N,Fayette,1,1
LDS-13-274,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Black Hawk,1,1
LDS-13-276,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-277,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,X,Clayton,1,1
LDS-13-278,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-279,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-280,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-281,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDs-13-282,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-283,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-284,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-285,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-286,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-287,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-288,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-289,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-290,6/17/2013 0:00,,6/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-294,6/18/2013 0:00,,6/18/2013 0:00,Ixodes scapularis,N,N,Human,N,Polk,1,1
LDS-13-312,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,M,N,Human,N,Lucas,1,1
LDS-13-324,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-325,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,0
LDS-13-326,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-327,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-13-328,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-329,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-13-330,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-13-331,6/24/2013 0:00,,6/24/2013 0:00,Ixodes scapularis,N,N,Human,X,Clayton,1,1
LDS-13-334,6/27/2013 0:00,,6/27/2013 0:00,Ixodes scapularis,N,N,Human,Y,Delaware,1,1
LDS-13-335,6/27/2013 0:00,,6/27/2013 0:00,Ixodes scapularis,N,Y,Human,N,Delaware,1,1
LDS-13-343,6/27/2013 0:00,,6/27/2013 0:00,Ixodes scapularis,N,N,Human,N,Iowa,1,1
LDS-13-344,7/1/2013 0:00,,7/1/2013 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-13-347,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,L,N,Human,N,Iowa,1,1
LDS-13-348,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,Y,Iowa,1,1
LDS-13-358,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-359,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-360,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-361,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-362,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-363,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-364,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-365,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-366,7/3/2013 0:00,,7/3/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-392,7/15/2013 0:00,,7/15/2013 0:00,Ixodes scapularis,N,N,Human,N,Buchanan,1,1
LDS-13-409,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-410,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-411,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-412,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-413,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-414,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-415,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,L,N,Human,X,Clayton,1,1
LDS-13-416,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,L,N,Human,X,Clayton,1,1
LDS-13-417,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,L,N,Human,X,Clayton,1,1
LDS-13-418,7/17/2013 0:00,,7/17/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-421,7/23/2013 0:00,,7/23/2013 0:00,Ixodes scapularis,F,N,Dog,N,Story,1,1
LDS-13-423,7/23/2013 0:00,,7/23/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-424,7/23/2013 0:00,,7/23/2013 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-13-439,7/29/2013 0:00,,7/29/2013 0:00,Ixodes scapularis,N,N,Human,X,Clayton,1,1
LDS-13-440,7/29/2013 0:00,,7/29/2013 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-13-441,7/29/2013 0:00,,7/29/2013 0:00,Ixodes scapularis,L,N,Human,X,Clayton,1,1
LDS-13-442,7/29/2013 0:00,,7/29/2013 0:00,Ixodes scapularis,L,N,Human,X,Clayton,1,1
LDS-13-445,8/9/2013 0:00,,8/9/2013 0:00,Ixodes scapularis,N,Y,Human,Y,Winneshiek,1,1
LDS-13-451,8/9/2013 0:00,,8/9/2013 0:00,Ixodes scapularis,N,Y,Cat,N,Boone,1,1
LDS-13-452,8/13/2013 0:00,,8/13/2013 0:00,Ixodes scapularis,N,N,Human,Y,Fayette,1,1
LDS-13-456,9/30/2013 0:00,,9/30/2013 0:00,Ixodes scapularis,N,Y,Human,X,Page,1,1
LDS-13-457,9/30/2013 0:00,,9/30/2013 0:00,Ixodes scapularis,F,N,Dog,Y,Allamakee,1,1
LDS-13-460,10/16/2013 0:00,,10/16/2013 0:00,Ixodes scapularis,N,N,,N,Benton,1,1
LDS-13-461,10/16/2013 0:00,,10/16/2013 0:00,Ixodes scapularis,N,N,,N,Benton,1,0
LDS-13-462,10/16/2013 0:00,,10/16/2013 0:00,Ixodes scapularis,N,N,,N,Benton,1,0
LDS-13-463,10/16/2013 0:00,,10/16/2013 0:00,Ixodes scapularis,N,N,,N,Benton,1,0
LDS-13-464,10/16/2013 0:00,,10/16/2013 0:00,Ixodes scapularis,N,N,,N,Benton,1,0
LDS-13-467,10/18/2013 0:00,,10/18/2013 0:00,Ixodes scapularis,N,Y,,X,Johnson,1,1
LDS-13-469,11/15/2013 0:00,,11/15/2013 0:00,Ixodes scapularis,F,Y,,N,Johnson,1,1
LDS-13-477,10/20/2013 0:00,,10/20/2013 0:00,Ixodes scapularis,F,Y,,N,Dubuque,1,1
LDS-13-479,10/24/2013 0:00,,10/24/2013 0:00,Ixodes scapularis,F,N,,N,Jackson,0,0
LDS-13-480,10/24/2013 0:00,,10/24/2013 0:00,Ixodes scapularis,F,Y,,N,Story,0,0
LDS-13-481,10/24/2013 0:00,,10/24/2013 0:00,Ixodes scapularis,F,N,,N,Polk,0,0
LDS-13-482,10/24/2013 0:00,,10/24/2013 0:00,Ixodes scapularis,F,Y,,N,Fayette,0,0
LDS-13-483,10/24/2013 0:00,,10/24/2013 0:00,Ixodes scapularis,M,N,,N,Webster,0,0
LDS-13-484,10/28/2013 0:00,,10/28/2013 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,0,0
LDS-13-485,10/28/2013 0:00,,10/28/2013 0:00,Ixodes scapularis,F,Y,Cat,Y,Linn,0,0
LDS-13-486,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,N,Human,Y,Linn,1,1
LDS-13-487,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,N,Human,N,Story,1,1
LDS-13-488,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,N,Human,X,Cerro Gordo,1,1
LDS-13-489,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-13-490,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Johnson,1,1
LDS-13-491,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,F,Y,Cat,N,Linn,1,1
LDS-13-493,10/31/2013 0:00,,10/31/2013 0:00,Ixodes scapularis,L,N,Human,N,Johnson,1,1
LDS-13-494,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-13-495,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,F,N,Human,N,OOS,0,0
LDS-13-496,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,F,N,,Y,Dubuque,1,1
LDS-13-497,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-13-498,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,F,N,Human,N,Fayette,1,1
LDS-13-499,11/21/2013 0:00,,11/21/2013 0:00,Ixodes scapularis,M,N,Human,N,Buchanan,1,1
